"IndividualId","Time [min]","Organism|VenousBlood|Plasma|7E3|Concentration in container [µmol/l]"
0,18345,0.26048803
0,18360,0.26036823
0,18375,0.26024848
0,18390,0.2601288
0,18405,0.26000917
0,18420,0.25988957
0,18435,0.25977007
0,18450,0.2596506
0,18465,0.25953117
0,18480,0.25941184
0,18495,0.25929254
0,18510,0.25917327
0,18525,0.2590541
0,18540,0.25893497
0,18555,0.25881588
0,18570,0.25869688
0,18585,0.2585779
0,18600,0.258459
0,18615,0.25834015
0,18630,0.25822133
0,18645,0.2581026
0,18660,0.2579839
0,18675,0.25786528
0,18690,0.2577467
0,18705,0.25762817
0,18720,0.2575097
0,18735,0.25739127
0,18750,0.25727293
0,18765,0.2571546
0,18780,0.2570364
0,18795,0.2569182
0,18810,0.25680006
0,18825,0.25668195
0,18840,0.25656393
0,18855,0.25644597
0,18870,0.25632805
0,18885,0.25621018
0,18900,0.25609237
0,18915,0.25597462
0,18930,0.25585693
0,18945,0.25573927
0,18960,0.25562167
0,18975,0.25550416
0,18990,0.25538668
0,19005,0.25526923
0,19020,0.25515187
0,19035,0.25503457
0,19050,0.2549173
0,19065,0.25480008
0,19080,0.25468293
0,19095,0.25456583
0,19110,0.2544488
0,19125,0.2543318
0,19140,0.25421488
0,19155,0.254098
0,19170,0.25398117
0,19185,0.25386438
0,19200,0.25374767
0,19215,0.25363103
0,19230,0.2535144
0,19245,0.25339785
0,19260,0.25328135
0,19275,0.2531649
0,19290,0.2530485
0,19305,0.25293216
0,19320,0.25281587
0,19335,0.25269964
0,19350,0.25258347
0,19365,0.25246736
0,19380,0.25235128
0,19395,0.25223526
0,19410,0.25211933
0,19425,0.2520034
0,19440,0.25188756
0,19455,0.25177175
0,19470,0.25165603
0,19485,0.25154033
0,19500,0.2514247
0,19515,0.2513091
0,19530,0.25119358
0,19545,0.2510781
0,19560,0.25096267
0,19575,0.2508473
0,19590,0.250732
0,19605,0.25061673
0,19620,0.25050154
0,19635,0.2503864
0,19650,0.25027126
0,19665,0.25015622
0,19680,0.25004125
0,19695,0.2499263
0,19710,0.24981141
0,19725,0.24969657
0,19740,0.2495818
0,19755,0.24946707
0,19770,0.2493524
0,19785,0.24923778
0,19800,0.2491232
0,19815,0.2490087
0,19830,0.24889423
0,19845,0.24877983
0,19860,0.24866547
0,19875,0.24855117
0,19890,0.24843693
0,19905,0.24832273
0,19920,0.24820858
0,19935,0.2480945
0,19950,0.24798046
0,19965,0.24786648
0,19980,0.24775255
0,19995,0.24763867
0,20010,0.24752486
0,20025,0.24741109
0,20040,0.24729736
0,20055,0.2471837
0,20070,0.24707009
0,20085,0.24695653
0,20100,0.24684303
0,20115,0.24672957
0,20130,0.24661617
0,20145,0.24650282
0,20160,0.24638952
0,20175,0.24627627
0,20190,0.24616309
0,20205,0.24604994
0,20220,0.24593686
0,20235,0.24582383
0,20250,0.24571085
0,20265,0.24559791
0,20280,0.24548504
0,20295,0.24537222
0,20310,0.24525945
0,20325,0.24514672
0,20340,0.24503405
0,20355,0.24492145
0,20370,0.24480888
0,20385,0.24469638
0,20400,0.24458392
0,20415,0.24447152
0,20430,0.24435917
0,20445,0.24424686
0,20460,0.2441346
0,20475,0.24402241
0,20490,0.24391027
0,20505,0.24379818
0,20520,0.24368614
0,20535,0.24357414
0,20550,0.2434622
0,20565,0.24335033
0,20580,0.2432385
0,20595,0.24312672
0,20610,0.24301499
0,20625,0.2429033
0,20640,0.24279168
0,20655,0.24268012
0,20670,0.24256858
0,20685,0.24245712
0,20700,0.2423457
0,20715,0.24223433
0,20730,0.24212302
0,20745,0.24201176
0,20760,0.24190055
0,20775,0.24178939
0,20790,0.24167828
0,20805,0.24156722
0,20820,0.24145621
0,20835,0.24134527
0,20850,0.24123436
0,20865,0.24112351
0,20880,0.2410127
0,20895,0.24090196
0,20910,0.24079128
0,20925,0.24068062
0,20940,0.24057002
0,20955,0.24045949
0,20970,0.240349
0,20985,0.24023856
0,21000,0.24012817
0,21015,0.24001783
0,21030,0.23990755
0,21045,0.23979731
0,21060,0.23968713
0,21075,0.239577
0,21090,0.2394669
0,21105,0.23935688
0,21120,0.2392469
0,21135,0.23913698
0,21150,0.2390271
0,21165,0.23891728
0,21180,0.2388075
0,21195,0.23869777
0,21210,0.2385881
0,21225,0.23847847
0,21240,0.2383689
0,21255,0.23825938
0,21270,0.23814991
0,21285,0.23804049
0,21300,0.23793112
0,21315,0.2378218
0,21330,0.23771253
0,21345,0.23760332
0,21360,0.23749416
0,21375,0.23738503
0,21390,0.23727597
0,21405,0.23716696
0,21420,0.237058
0,21435,0.23694909
0,21450,0.23684022
0,21465,0.23673141
0,21480,0.23662265
0,21495,0.23651393
0,21510,0.23640527
0,21525,0.23629665
0,21540,0.2361881
0,21555,0.23607959
0,21570,0.23597112
0,21585,0.23586272
0,21600,0.23575436
0,21615,0.23564605
0,21630,0.2355378
0,21645,0.23542958
0,21660,0.23532143
0,21675,0.23521332
0,21690,0.23510526
0,21705,0.23499726
0,21720,0.2348893
0,21735,0.23478138
0,21750,0.23467353
0,21765,0.23456572
0,21780,0.23445797
0,21795,0.23435025
0,21810,0.2342426
0,21825,0.23413499
0,21840,0.23402743
0,21855,0.23391992
0,21870,0.23381247
0,21885,0.23370506
0,21900,0.2335977
0,21915,0.2334904
0,21930,0.23338313
0,21945,0.23327592
0,21960,0.23316875
0,21975,0.23306164
0,21990,0.23295459
0,22005,0.23284757
0,22020,0.23274061
0,22035,0.2326337
0,22050,0.23252684
0,22065,0.23242003
0,22080,0.23231326
0,22095,0.23220655
0,22110,0.23209988
0,22125,0.23199327
0,22140,0.2318867
0,22155,0.23178019
0,22170,0.23167372
0,22185,0.23156731
0,22200,0.23146093
0,22215,0.23135461
0,22230,0.23124835
0,22245,0.23114212
0,22260,0.23103595
0,22275,0.23092984
0,22290,0.23082376
0,22305,0.23071773
0,22320,0.23061176
0,22335,0.23050584
0,22350,0.23039995
0,22365,0.23029412
0,22380,0.23018835
0,22395,0.23008262
0,22410,0.22997694
0,22425,0.2298713
0,22440,0.22976573
0,22455,0.2296602
0,22470,0.22955471
0,22485,0.22944927
0,22500,0.22934388
0,22515,0.22923854
0,22530,0.22913325
0,22545,0.22902802
0,22560,0.22892281
0,22575,0.22881767
0,22590,0.22871259
0,22605,0.22860754
0,22620,0.22850254
0,22635,0.2283976
0,22650,0.22829269
0,22665,0.22818784
0,22680,0.22808303
0,22695,0.22797829
0,22710,0.22787358
0,22725,0.22776891
0,22740,0.2276643
0,22755,0.22755975
0,22770,0.22745524
0,22785,0.22735077
0,22800,0.22724636
0,22815,0.22714199
0,22830,0.22703767
0,22845,0.2269334
0,22860,0.22682919
0,22875,0.22672501
0,22890,0.22662088
0,22905,0.2265168
0,22920,0.22641277
0,22935,0.2263088
0,22950,0.22620486
0,22965,0.22610097
0,22980,0.22599714
0,22995,0.22589335
0,23010,0.2257896
0,23025,0.22568591
0,23040,0.22558227
0,23055,0.22547868
0,23070,0.22537513
0,23085,0.22527163
0,23100,0.22516817
0,23115,0.22506477
0,23130,0.22496141
0,23145,0.2248581
0,23160,0.22475484
0,23175,0.22465162
0,23190,0.22454846
0,23205,0.22444534
0,23220,0.22434227
0,23235,0.22423925
0,23250,0.22413628
0,23265,0.22403334
0,23280,0.22393046
0,23295,0.22382763
0,23310,0.22372484
0,23325,0.22362211
0,23340,0.22351943
0,23355,0.22341678
0,23370,0.22331418
0,23385,0.22321165
0,23400,0.22310914
0,23415,0.2230067
0,23430,0.22290428
0,23445,0.22280192
0,23460,0.22269961
0,23475,0.22259736
0,23490,0.22249514
0,23505,0.22239298
0,23520,0.22229084
0,23535,0.22218877
0,23550,0.22208676
0,23565,0.22198477
0,23580,0.22188284
0,23595,0.22178096
0,23610,0.22167912
0,23625,0.22157733
0,23640,0.22147559
0,23655,0.22137389
0,23670,0.22127225
0,23685,0.22117063
0,23700,0.22106908
0,23715,0.22096758
0,23730,0.22086611
0,23745,0.2207647
0,23760,0.22066334
0,23775,0.22056201
0,23790,0.22046074
0,23805,0.22035952
0,23820,0.22025834
0,23835,0.2201572
0,23850,0.22005612
0,23865,0.21995507
0,23880,0.21985409
0,23895,0.21975313
0,23910,0.21965224
0,23925,0.21955138
0,23940,0.21945058
0,23955,0.21934982
0,23970,0.2192491
0,23985,0.21914844
0,24000,0.21904781
0,24015,0.21894725
0,24030,0.21884672
0,24045,0.21874624
0,24060,0.21864581
0,24075,0.21854542
0,24090,0.21844508
0,24105,0.2183448
0,24120,0.21824454
0,24135,0.21814434
0,24150,0.21804418
0,24165,0.21794407
0,24180,0.21784401
0,24195,0.217744
0,24210,0.21764402
0,24225,0.2175441
0,24240,0.21744423
0,24255,0.21734439
0,24270,0.21724461
0,24285,0.21714486
0,24300,0.21704517
0,24315,0.21694553
0,24330,0.21684593
0,24345,0.21674637
0,24360,0.21664687
0,24375,0.2165474
0,24390,0.21644798
0,24405,0.21634862
0,24420,0.21624929
0,24435,0.21615002
0,24450,0.21605077
0,24465,0.21595159
0,24480,0.21585245
0,24495,0.21575336
0,24510,0.2156543
0,24525,0.2155553
0,24540,0.21545634
0,24555,0.21535744
0,24570,0.21525857
0,24585,0.21515974
0,24600,0.21506096
0,24615,0.21496224
0,24630,0.21486355
0,24645,0.21476492
0,24660,0.21466632
0,24675,0.21456778
0,24690,0.21446928
0,24705,0.21437082
0,24720,0.21427241
0,24735,0.21417405
0,24750,0.21407573
0,24765,0.21397746
0,24780,0.21387923
0,24795,0.21378104
0,24810,0.2136829
0,24825,0.21358481
0,24840,0.21348676
0,24855,0.21338877
0,24870,0.21329081
0,24885,0.2131929
0,24900,0.21309502
0,24915,0.21299721
0,24930,0.21289943
0,24945,0.21280171
0,24960,0.21270402
0,24975,0.21260639
0,24990,0.21250878
0,25005,0.21241124
0,25020,0.21231373
0,25035,0.21221627
0,25050,0.21211886
0,25065,0.21202148
0,25080,0.21192417
0,25095,0.21182689
0,25110,0.21172965
0,25125,0.21163246
0,25140,0.21153532
0,25155,0.21143821
0,25170,0.21134116
0,25185,0.21124415
0,25200,0.21114719
0,25215,0.21105027
0,25230,0.21095338
0,25245,0.21085656
0,25260,0.21075977
0,25275,0.21066304
0,25290,0.21056634
0,25305,0.21046968
0,25320,0.21037307
0,25335,0.21027651
0,25350,0.21018
0,25365,0.21008351
0,25380,0.20998709
0,25395,0.20989071
0,25410,0.20979437
0,25425,0.20969807
0,25440,0.20960182
0,25455,0.20950562
0,25470,0.20940946
0,25485,0.20931333
0,25500,0.20921727
0,25515,0.20912124
0,25530,0.20902525
0,25545,0.20892932
0,25560,0.20883341
0,25575,0.20873757
0,25590,0.20864175
0,25605,0.208546
0,25620,0.20845027
0,25635,0.2083546
0,25650,0.20825897
0,25665,0.20816338
0,25680,0.20806785
0,25695,0.20797235
0,25710,0.20787689
0,25725,0.20778148
0,25740,0.20768611
0,25755,0.2075908
0,25770,0.20749553
0,25785,0.20740029
0,25800,0.2073051
0,25815,0.20720996
0,25830,0.20711485
0,25845,0.20701979
0,25860,0.20692478
0,25875,0.20682982
0,25890,0.20673488
0,25905,0.20664
0,25920,0.20654516
0,25935,0.20645037
0,25950,0.20635562
0,25965,0.20626092
0,25980,0.20616625
0,25995,0.20607163
0,26010,0.20597705
0,26025,0.20588252
0,26040,0.20578803
0,26055,0.20569359
0,26070,0.20559919
0,26085,0.20550483
0,26100,0.20541053
0,26115,0.20531625
0,26130,0.20522203
0,26145,0.20512784
0,26160,0.2050337
0,26175,0.2049396
0,26190,0.20484555
0,26205,0.20475154
0,26220,0.20465757
0,26235,0.20456365
0,26250,0.20446977
0,26265,0.20437594
0,26280,0.20428215
0,26295,0.20418839
0,26310,0.2040947
0,26325,0.20400102
0,26340,0.20390742
0,26355,0.20381384
0,26370,0.2037203
0,26385,0.20362681
0,26400,0.20353337
0,26415,0.20343997
0,26430,0.2033466
0,26445,0.20325328
0,26460,0.20316
0,26475,0.20306678
0,26490,0.20297359
0,26505,0.20288044
0,26520,0.20278734
0,26535,0.20269428
0,26550,0.20260127
0,26565,0.2025083
0,26580,0.20241536
0,26595,0.20232248
0,26610,0.20222963
0,26625,0.20213683
0,26640,0.20204407
0,26655,0.20195135
0,26670,0.20185868
0,26685,0.20176606
0,26700,0.20167346
0,26715,0.20158093
0,26730,0.20148842
0,26745,0.20139596
0,26760,0.20130354
0,26775,0.20121117
0,26790,0.20111884
0,26805,0.20102656
0,26820,0.2009343
0,26835,0.2008421
0,26850,0.20074995
0,26865,0.20065783
0,26880,0.20056576
0,26895,0.20047371
0,26910,0.20038173
0,26925,0.20028977
0,26940,0.20019788
0,26955,0.20010601
0,26970,0.20001419
0,26985,0.19992241
0,27000,0.19983067
0,27015,0.19973898
0,27030,0.19964732
0,27045,0.19955571
0,27060,0.19946414
0,27075,0.19937262
0,27090,0.19928114
0,27105,0.19918971
0,27120,0.1990983
0,27135,0.19900694
0,27150,0.19891563
0,27165,0.19882436
0,27180,0.19873314
0,27195,0.19864194
0,27210,0.1985508
0,27225,0.1984597
0,27240,0.19836864
0,27255,0.19827762
0,27270,0.19818664
0,27285,0.19809571
0,27300,0.19800481
0,27315,0.19791396
0,27330,0.19782315
0,27345,0.19773239
0,27360,0.19764166
0,27375,0.19755097
0,27390,0.19746034
0,27405,0.19736972
0,27420,0.19727917
0,27435,0.19718866
0,27450,0.19709818
0,27465,0.19700775
0,27480,0.19691736
0,27495,0.19682701
0,27510,0.1967367
0,27525,0.19664644
0,27540,0.19655621
0,27555,0.19646603
0,27570,0.19637589
0,27585,0.19628578
0,27600,0.19619572
0,27615,0.19610572
0,27630,0.19601573
0,27645,0.1959258
0,27660,0.19583592
0,27675,0.19574606
0,27690,0.19565625
0,27705,0.19556649
0,27720,0.19547676
0,27735,0.19538708
0,27750,0.19529743
0,27765,0.19520783
0,27780,0.19511826
0,27795,0.19502875
0,27810,0.19493927
0,27825,0.19484983
0,27840,0.19476044
0,27855,0.19467108
0,27870,0.19458178
0,27885,0.1944925
0,27900,0.19440326
0,27915,0.19431408
0,27930,0.19422492
0,27945,0.19413583
0,27960,0.19404675
0,27975,0.19395773
0,27990,0.19386874
0,28005,0.19377981
0,28020,0.1936909
0,28035,0.19360204
0,28050,0.19351323
0,28065,0.19342445
0,28080,0.19333571
0,28095,0.193247
0,28110,0.19315836
0,28125,0.19306974
0,28140,0.19298117
0,28155,0.19289263
0,28170,0.19280414
0,28185,0.19271569
0,28200,0.19262728
0,28215,0.1925389
0,28230,0.19245057
0,28245,0.1923623
0,28260,0.19227403
0,28275,0.19218583
0,28290,0.19209766
0,28305,0.19200954
0,28320,0.19192146
0,28335,0.1918334
0,28350,0.1917454
0,28365,0.19165744
0,28380,0.19156952
0,28395,0.19148163
0,28410,0.1913938
0,28425,0.191306
0,28440,0.19121823
0,28455,0.19113052
0,28470,0.19104283
0,28485,0.19095519
0,28500,0.19086759
0,28515,0.19078003
0,28530,0.19069251
0,28545,0.19060504
0,28560,0.1905176
0,28575,0.19043021
0,28590,0.19034284
0,28605,0.19025554
0,28620,0.19016826
0,28635,0.19008102
0,28650,0.18999383
0,28665,0.18990667
0,28680,0.18981954
0,28695,0.18973248
0,28710,0.18964544
0,28725,0.18955845
0,28740,0.1894715
0,28755,0.18938458
0,28770,0.1892977
0,28785,0.18921086
0,28800,0.18912408
0,28815,0.18903732
0,28830,0.1889506
0,28845,0.18886393
0,28860,0.1887773
0,28875,0.1886907
0,28890,0.18860415
0,28905,0.18851763
0,28920,0.18843116
0,28935,0.18834472
0,28950,0.18825832
0,28965,0.18817197
0,28980,0.18808566
0,28995,0.18799938
0,29010,0.18791315
0,29025,0.18782695
0,29040,0.18774079
0,29055,0.18765467
0,29070,0.18756859
0,29085,0.18748257
0,29100,0.18739656
0,29115,0.1873106
0,29130,0.18722469
0,29145,0.18713881
0,29160,0.18705297
0,29175,0.18696716
0,29190,0.18688141
0,29205,0.18679568
0,29220,0.18671
0,29235,0.18662436
0,29250,0.18653876
0,29265,0.1864532
0,29280,0.18636768
0,29295,0.18628219
0,29310,0.18619674
0,29325,0.18611135
0,29340,0.18602598
0,29355,0.18594065
0,29370,0.18585536
0,29385,0.18577012
0,29400,0.1856849
0,29415,0.18559974
0,29430,0.18551461
0,29445,0.18542953
0,29460,0.18534447
0,29475,0.18525946
0,29490,0.18517448
0,29505,0.18508956
0,29520,0.18500465
0,29535,0.1849198
0,29550,0.18483499
0,29565,0.18475021
0,29580,0.18466547
0,29595,0.18458077
0,29610,0.1844961
0,29625,0.1844115
0,29640,0.1843269
0,29655,0.18424237
0,29670,0.18415786
0,29685,0.1840734
0,29700,0.18398897
0,29715,0.18390459
0,29730,0.18382023
0,29745,0.18373592
0,29760,0.18365166
0,29775,0.18356742
0,29790,0.18348323
0,29805,0.18339908
0,29820,0.18331496
0,29835,0.18323089
0,29850,0.18314685
0,29865,0.18306285
0,29880,0.18297888
0,29895,0.18289497
0,29910,0.18281108
0,29925,0.18272725
0,29940,0.18264343
0,29955,0.18255967
0,29970,0.18247594
0,29985,0.18239225
0,30000,0.1823086
0,30015,0.18222499
0,30030,0.18214141
0,30045,0.18205787
0,30060,0.18197438
0,30075,0.18189092
0,30090,0.1818075
0,30105,0.18172412
0,30120,0.18164077
0,30135,0.18155748
0,30150,0.18147421
0,30165,0.18139097
0,30180,0.1813078
0,30195,0.18122463
0,30210,0.18114153
0,30225,0.18105845
0,30240,0.1809754
0,30255,0.18089241
0,30270,0.18080945
0,30285,0.18072653
0,30300,0.18064365
0,30315,0.1805608
0,30330,0.18047799
0,30345,0.18039523
0,30360,0.1803125
0,30375,0.1802298
0,30390,0.18014714
0,30405,0.18006453
0,30420,0.17998195
0,30435,0.17989941
0,30450,0.17981692
0,30465,0.17973444
0,30480,0.17965202
0,30495,0.17956963
0,30510,0.17948727
0,30525,0.17940497
0,30540,0.17932269
0,30555,0.17924045
0,30570,0.17915826
0,30585,0.17907609
0,30600,0.17899397
0,30615,0.1789119
0,30630,0.17882983
0,30645,0.17874783
0,30660,0.17866586
0,30675,0.17858392
0,30690,0.17850202
0,30705,0.17842017
0,30720,0.17833835
0,30735,0.17825657
0,30750,0.17817482
0,30765,0.1780931
0,30780,0.17801145
0,30795,0.1779298
0,30810,0.17784822
0,30825,0.17776665
0,30840,0.17768514
0,30855,0.17760366
0,30870,0.17752221
0,30885,0.1774408
0,30900,0.17735943
0,30915,0.1772781
0,30930,0.1771968
0,30945,0.17711554
0,30960,0.17703433
0,30975,0.17695315
0,30990,0.176872
0,31005,0.1767909
0,31020,0.17670983
0,31035,0.1766288
0,31050,0.1765478
0,31065,0.17646684
0,31080,0.17638592
0,31095,0.17630504
0,31110,0.17622419
0,31125,0.17614338
0,31140,0.17606261
0,31155,0.17598188
0,31170,0.17590117
0,31185,0.17582051
0,31200,0.17573988
0,31215,0.1756593
0,31230,0.17557876
0,31245,0.17549825
0,31260,0.17541777
0,31275,0.17533733
0,31290,0.17525694
0,31305,0.17517656
0,31320,0.17509624
0,31335,0.17501596
0,31350,0.1749357
0,31365,0.17485549
0,31380,0.1747753
0,31395,0.17469516
0,31410,0.17461506
0,31425,0.17453499
0,31440,0.17445496
0,31455,0.17437497
0,31470,0.17429501
0,31485,0.1742151
0,31500,0.17413521
0,31515,0.17405535
0,31530,0.17397554
0,31545,0.17389578
0,31560,0.17381604
0,31575,0.17373633
0,31590,0.17365667
0,31605,0.17357704
0,31620,0.17349745
0,31635,0.1734179
0,31650,0.17333838
0,31665,0.1732589
0,31680,0.17317946
0,31695,0.17310005
0,31710,0.17302069
0,31725,0.17294136
0,31740,0.17286205
0,31755,0.1727828
0,31770,0.17270356
0,31785,0.17262438
0,31800,0.17254522
0,31815,0.17246611
0,31830,0.17238703
0,31845,0.172308
0,31860,0.17222899
0,31875,0.17215002
0,31890,0.17207108
0,31905,0.1719922
0,31920,0.17191334
0,31935,0.17183451
0,31950,0.17175572
0,31965,0.17167698
0,31980,0.17159826
0,31995,0.17151958
0,32010,0.17144093
0,32025,0.17136233
0,32040,0.17128377
0,32055,0.17120522
0,32070,0.17112672
0,32085,0.17104827
0,32100,0.17096984
0,32115,0.17089145
0,32130,0.1708131
0,32145,0.17073478
0,32160,0.1706565
0,32175,0.17057826
0,32190,0.17050005
0,32205,0.17042187
0,32220,0.17034374
0,32235,0.17026563
0,32250,0.17018758
0,32265,0.17010954
0,32280,0.17003155
0,32295,0.1699536
0,32310,0.16987567
0,32325,0.1697978
0,32340,0.16971993
0,32355,0.16964212
0,32370,0.16956435
0,32385,0.1694866
0,32400,0.1694089
0,32415,0.16933122
0,32430,0.16925359
0,32445,0.169176
0,32460,0.16909844
0,32475,0.1690209
0,32490,0.1689434
0,32505,0.16886595
0,32520,0.16878854
0,32535,0.16871116
0,32550,0.1686338
0,32565,0.16855648
0,32580,0.1684792
0,32595,0.16840197
0,32610,0.16832475
0,32625,0.1682476
0,32640,0.16817045
0,32655,0.16809335
0,32670,0.16801628
0,32685,0.16793926
0,32700,0.16786227
0,32715,0.1677853
0,32730,0.16770838
0,32745,0.16763149
0,32760,0.16755465
0,32775,0.16747783
0,32790,0.16740105
0,32805,0.1673243
0,32820,0.1672476
0,32835,0.16717091
0,32850,0.16709428
0,32865,0.16701767
0,32880,0.1669411
0,32895,0.16686456
0,32910,0.16678807
0,32925,0.1667116
0,32940,0.16663517
0,32955,0.16655877
0,32970,0.16648242
0,32985,0.1664061
0,33000,0.16632982
0,33015,0.16625355
0,33030,0.16617733
0,33045,0.16610116
0,33060,0.16602501
0,33075,0.1659489
0,33090,0.16587281
0,33105,0.16579677
0,33120,0.16572078
0,33135,0.1656448
0,33150,0.16556886
0,33165,0.16549295
0,33180,0.16541709
0,33195,0.16534126
0,33210,0.16526546
0,33225,0.1651897
0,33240,0.16511397
0,33255,0.16503827
0,33270,0.16496262
0,33285,0.164887
0,33300,0.1648114
0,33315,0.16473585
0,33330,0.16466033
0,33345,0.16458485
0,33360,0.1645094
0,33375,0.16443399
0,33390,0.1643586
0,33405,0.16428326
0,33420,0.16420795
0,33435,0.16413267
0,33450,0.16405743
0,33465,0.16398223
0,33480,0.16390705
0,33495,0.1638319
0,33510,0.1637568
0,33525,0.16368175
0,33540,0.1636067
0,33555,0.1635317
0,33570,0.16345674
0,33585,0.16338181
0,33600,0.16330692
0,33615,0.16323206
0,33630,0.16315722
0,33645,0.16308244
0,33660,0.16300768
0,33675,0.16293295
0,33690,0.16285826
0,33705,0.16278361
0,33720,0.16270898
0,33735,0.1626344
0,33750,0.16255985
0,33765,0.16248533
0,33780,0.16241084
0,33795,0.1623364
0,33810,0.16226198
0,33825,0.1621876
0,33840,0.16211326
0,33855,0.16203895
0,33870,0.16196467
0,33885,0.16189042
0,33900,0.16181621
0,33915,0.16174203
0,33930,0.1616679
0,33945,0.1615938
0,33960,0.16151972
0,33975,0.16144568
0,33990,0.16137168
0,34005,0.16129771
0,34020,0.16122377
0,34035,0.16114986
0,34050,0.161076
0,34065,0.16100216
0,34080,0.16092835
0,34095,0.1608546
0,34110,0.16078086
0,34125,0.16070716
0,34140,0.16063349
0,34155,0.16055986
0,34170,0.16048627
0,34185,0.1604127
0,34200,0.16033918
0,34215,0.16026568
0,34230,0.16019222
0,34245,0.16011879
0,34260,0.1600454
0,34275,0.15997203
0,34290,0.15989871
0,34305,0.15982541
0,34320,0.15975216
0,34335,0.15967892
0,34350,0.15960574
0,34365,0.15953258
0,34380,0.15945946
0,34395,0.15938637
0,34410,0.1593133
0,34425,0.15924028
0,34440,0.15916729
0,34455,0.15909433
0,34470,0.1590214
0,34485,0.15894853
0,34500,0.15887567
0,34515,0.15880285
0,34530,0.15873006
0,34545,0.1586573
0,34560,0.15858458
0,34575,0.15851189
0,34590,0.15843923
0,34605,0.15836662
0,34620,0.15829402
0,34635,0.15822147
0,34650,0.15814894
0,34665,0.15807647
0,34680,0.158004
0,34695,0.15793158
0,34710,0.1578592
0,34725,0.15778685
0,34740,0.15771452
0,34755,0.15764223
0,34770,0.15756997
0,34785,0.15749776
0,34800,0.15742557
0,34815,0.15735342
0,34830,0.1572813
0,34845,0.1572092
0,34860,0.15713716
0,34875,0.15706512
0,34890,0.15699314
0,34905,0.15692118
0,34920,0.15684927
0,34935,0.15677737
0,34950,0.15670551
0,34965,0.15663369
0,34980,0.1565619
0,34995,0.15649013
0,35010,0.15641841
0,35025,0.15634672
0,35040,0.15627506
0,35055,0.15620343
0,35070,0.15613185
0,35085,0.15606028
0,35100,0.15598875
0,35115,0.15591726
0,35130,0.1558458
0,35145,0.15577437
0,35160,0.15570298
0,35175,0.15563162
0,35190,0.15556028
0,35205,0.15548898
0,35220,0.15541773
0,35235,0.1553465
0,35250,0.1552753
0,35265,0.15520413
0,35280,0.155133
0,35295,0.1550619
0,35310,0.15499082
0,35325,0.15491979
0,35340,0.15484878
0,35355,0.15477782
0,35370,0.15470688
0,35385,0.15463598
0,35400,0.15456511
0,35415,0.15449427
0,35430,0.15442346
0,35445,0.1543527
0,35460,0.15428194
0,35475,0.15421124
0,35490,0.15414056
0,35505,0.15406992
0,35520,0.1539993
0,35535,0.15392873
0,35550,0.15385818
0,35565,0.15378767
0,35580,0.15371719
0,35595,0.15364674
0,35610,0.15357631
0,35625,0.15350594
0,35640,0.15343559
0,35655,0.15336527
0,35670,0.15329498
0,35685,0.15322472
0,35700,0.15315449
0,35715,0.15308431
0,35730,0.15301415
0,35745,0.15294403
0,35760,0.15287393
0,35775,0.15280387
0,35790,0.15273385
0,35805,0.15266384
0,35820,0.15259388
0,35835,0.15252395
0,35850,0.15245405
0,35865,0.15238418
0,35880,0.15231434
0,35895,0.15224454
0,35910,0.15217477
0,35925,0.15210503
0,35940,0.15203533
0,35955,0.15196565
0,35970,0.151896
0,35985,0.15182638
0,36000,0.15175681
0,36015,0.15168726
0,36030,0.15161775
0,36045,0.15154827
0,36060,0.15147881
0,36075,0.15140939
0,36090,0.15134001
0,36105,0.15127064
0,36120,0.15120132
0,36135,0.15113203
0,36150,0.15106277
0,36165,0.15099354
0,36180,0.15092434
0,36195,0.15085518
0,36210,0.15078604
0,36225,0.15071695
0,36240,0.15064788
0,36255,0.15057884
0,36270,0.15050983
0,36285,0.15044086
0,36300,0.15037192
0,36315,0.150303
0,36330,0.15023413
0,36345,0.15016529
0,36360,0.15009646
0,36375,0.15002768
0,36390,0.14995894
0,36405,0.14989021
0,36420,0.14982152
0,36435,0.14975287
0,36450,0.14968424
0,36465,0.14961565
0,36480,0.14954709
0,36495,0.14947855
0,36510,0.14941005
0,36525,0.14934158
0,36540,0.14927314
0,36555,0.14920475
0,36570,0.14913636
0,36585,0.14906803
0,36600,0.1489997
0,36615,0.14893143
0,36630,0.14886318
0,36645,0.14879496
0,36660,0.14872678
0,36675,0.14865863
0,36690,0.1485905
0,36705,0.14852242
0,36720,0.14845435
0,36735,0.14838633
0,36750,0.14831834
0,36765,0.14825036
0,36780,0.14818242
0,36795,0.14811452
0,36810,0.14804666
0,36825,0.14797881
0,36840,0.147911
0,36855,0.14784323
0,36870,0.14777547
0,36885,0.14770776
0,36900,0.14764006
0,36915,0.14757241
0,36930,0.14750479
0,36945,0.1474372
0,36960,0.14736964
0,36975,0.1473021
0,36990,0.1472346
0,37005,0.14716715
0,37020,0.1470997
0,37035,0.1470323
0,37050,0.14696492
0,37065,0.14689758
0,37080,0.14683028
0,37095,0.14676298
0,37110,0.14669573
0,37125,0.14662851
0,37140,0.14656132
0,37155,0.14649417
0,37170,0.14642704
0,37185,0.14635995
0,37200,0.14629288
0,37215,0.14622584
0,37230,0.14615884
0,37245,0.14609186
0,37260,0.14602493
0,37275,0.145958
0,37290,0.14589113
0,37305,0.14582428
0,37320,0.14575747
0,37335,0.14569068
0,37350,0.1456239
0,37365,0.14555718
0,37380,0.1454905
