"IndividualId","Time [min]","Organism|VenousBlood|Plasma|7E3|Concentration in container [µmol/l]"
0,37395,0.14542383
0,37410,0.14535719
0,37425,0.14529058
0,37440,0.145224
0,37455,0.14515747
0,37470,0.14509095
0,37485,0.14502448
0,37500,0.14495802
0,37515,0.1448916
0,37530,0.1448252
0,37545,0.14475885
0,37560,0.14469251
0,37575,0.14462622
0,37590,0.14455995
0,37605,0.14449371
0,37620,0.14442751
0,37635,0.14436133
0,37650,0.14429519
0,37665,0.14422907
0,37680,0.14416298
0,37695,0.14409693
0,37710,0.1440309
0,37725,0.1439649
0,37740,0.14389893
0,37755,0.143833
0,37770,0.1437671
0,37785,0.14370123
0,37800,0.14363538
0,37815,0.14356957
0,37830,0.14350379
0,37845,0.14343803
0,37860,0.14337231
0,37875,0.14330661
0,37890,0.14324096
0,37905,0.14317532
0,37920,0.14310972
0,37935,0.14304414
0,37950,0.14297861
0,37965,0.1429131
0,37980,0.14284761
0,37995,0.14278217
0,38010,0.14271675
0,38025,0.14265135
0,38040,0.142586
0,38055,0.14252067
0,38070,0.14245537
0,38085,0.14239009
0,38100,0.14232485
0,38115,0.14225964
0,38130,0.14219446
0,38145,0.1421293
0,38160,0.14206418
0,38175,0.1419991
0,38190,0.14193404
0,38205,0.14186901
0,38220,0.14180401
0,38235,0.14173903
0,38250,0.14167409
0,38265,0.14160918
0,38280,0.1415443
0,38295,0.14147945
0,38310,0.14141463
0,38325,0.14134984
0,38340,0.14128506
0,38355,0.14122033
0,38370,0.14115563
0,38385,0.14109096
0,38400,0.14102632
0,38415,0.1409617
0,38430,0.14089713
0,38445,0.14083256
0,38460,0.14076804
0,38475,0.14070354
0,38490,0.14063908
0,38505,0.14057465
0,38520,0.14051023
0,38535,0.14044586
0,38550,0.14038152
0,38565,0.1403172
0,38580,0.1402529
0,38595,0.14018865
0,38610,0.14012443
0,38625,0.14006022
0,38640,0.13999605
0,38655,0.13993192
0,38670,0.1398678
0,38685,0.13980372
0,38700,0.13973966
0,38715,0.13967565
0,38730,0.13961165
0,38745,0.13954769
0,38760,0.13948375
0,38775,0.13941985
0,38790,0.13935597
0,38805,0.13929212
0,38820,0.13922831
0,38835,0.13916452
0,38850,0.13910076
0,38865,0.13903703
0,38880,0.13897334
0,38895,0.13890967
0,38910,0.13884602
0,38925,0.13878241
0,38940,0.13871883
0,38955,0.13865528
0,38970,0.13859175
0,38985,0.13852826
0,39000,0.1384648
0,39015,0.13840136
0,39030,0.13833795
0,39045,0.13827457
0,39060,0.13821122
0,39075,0.1381479
0,39090,0.1380846
0,39105,0.13802135
0,39120,0.13795811
0,39135,0.13789491
0,39150,0.13783173
0,39165,0.1377686
0,39180,0.13770548
0,39195,0.13764238
0,39210,0.13757932
0,39225,0.1375163
0,39240,0.1374533
0,39255,0.13739033
0,39270,0.13732739
0,39285,0.13726448
0,39300,0.13720159
0,39315,0.13713872
0,39330,0.1370759
0,39345,0.13701311
0,39360,0.13695033
0,39375,0.1368876
0,39390,0.13682488
0,39405,0.1367622
0,39420,0.13669954
0,39435,0.13663691
0,39450,0.13657433
0,39465,0.13651176
0,39480,0.13644922
0,39495,0.1363867
0,39510,0.13632423
0,39525,0.13626178
0,39540,0.13619936
0,39555,0.13613695
0,39570,0.13607459
0,39585,0.13601224
0,39600,0.13594994
0,39615,0.13588765
0,39630,0.13582541
0,39645,0.13576318
0,39660,0.13570099
0,39675,0.13563882
0,39690,0.13557668
0,39705,0.13551457
0,39720,0.1354525
0,39735,0.13539045
0,39750,0.13532841
0,39765,0.13526642
0,39780,0.13520445
0,39795,0.13514252
0,39810,0.1350806
0,39825,0.13501872
0,39840,0.13495687
0,39855,0.13489504
0,39870,0.13483325
0,39885,0.13477148
0,39900,0.13470975
0,39915,0.13464804
0,39930,0.13458635
0,39945,0.1345247
0,39960,0.13446307
0,39975,0.13440147
0,39990,0.1343399
0,40005,0.13427836
0,40020,0.13421685
0,40035,0.13415536
0,40050,0.13409391
0,40065,0.13403249
0,40080,0.13397108
0,40095,0.1339097
0,40110,0.13384837
0,40125,0.13378705
0,40140,0.13372576
0,40155,0.1336645
0,40170,0.13360327
0,40185,0.13354208
0,40200,0.13348089
0,40215,0.13341975
0,40230,0.13335863
0,40245,0.13329755
0,40260,0.13323648
0,40275,0.13317545
0,40290,0.13311444
0,40305,0.13305347
0,40320,0.1329925
0,40335,0.13293159
0,40350,0.1328707
0,40365,0.13280983
0,40380,0.13274899
0,40395,0.13268818
0,40410,0.1326274
0,40425,0.13256665
0,40440,0.13250592
0,40455,0.13244522
0,40470,0.13238455
0,40485,0.1323239
0,40500,0.13226329
0,40515,0.1322027
0,40530,0.13214214
0,40545,0.13208161
0,40560,0.13202111
0,40575,0.13196063
0,40590,0.13190019
0,40605,0.13183977
0,40620,0.13177937
0,40635,0.13171901
0,40650,0.13165867
0,40665,0.13159837
0,40680,0.13153808
0,40695,0.13147783
0,40710,0.1314176
0,40725,0.1313574
0,40740,0.13129723
0,40755,0.13123709
0,40770,0.13117698
0,40785,0.1311169
0,40800,0.13105683
0,40815,0.1309968
0,40830,0.13093679
0,40845,0.13087681
0,40860,0.13081686
0,40875,0.13075694
0,40890,0.13069704
0,40905,0.13063718
0,40920,0.13057734
0,40935,0.13051753
0,40950,0.13045774
0,40965,0.13039799
0,40980,0.13033825
0,40995,0.13027856
0,41010,0.13021888
0,41025,0.13015923
0,41040,0.13009961
0,41055,0.13004002
0,41070,0.12998044
0,41085,0.12992091
0,41100,0.1298614
0,41115,0.12980191
0,41130,0.12974246
0,41145,0.12968303
0,41160,0.12962364
0,41175,0.12956426
0,41190,0.1295049
0,41205,0.1294456
0,41220,0.12938629
0,41235,0.12932703
0,41250,0.1292678
0,41265,0.12920858
0,41280,0.1291494
0,41295,0.12909025
0,41310,0.12903112
0,41325,0.12897201
0,41340,0.12891294
0,41355,0.12885389
0,41370,0.12879486
0,41385,0.12873587
0,41400,0.1286769
0,41415,0.12861797
0,41430,0.12855905
0,41445,0.12850018
0,41460,0.12844132
0,41475,0.12838249
0,41490,0.12832367
0,41505,0.1282649
0,41520,0.12820615
0,41535,0.12814742
0,41550,0.12808873
0,41565,0.12803006
0,41580,0.12797143
0,41595,0.1279128
0,41610,0.12785421
0,41625,0.12779565
0,41640,0.12773712
0,41655,0.12767862
0,41670,0.12762013
0,41685,0.12756167
0,41700,0.12750325
0,41715,0.12744485
0,41730,0.12738648
0,41745,0.12732813
0,41760,0.1272698
0,41775,0.12721151
0,41790,0.12715325
0,41805,0.12709501
0,41820,0.1270368
0,41835,0.12697862
0,41850,0.12692046
0,41865,0.12686232
0,41880,0.12680422
0,41895,0.12674613
0,41910,0.12668808
0,41925,0.12663005
0,41940,0.12657206
0,41955,0.12651409
0,41970,0.12645614
0,41985,0.12639822
0,42000,0.12634033
0,42015,0.12628247
0,42030,0.12622462
0,42045,0.1261668
0,42060,0.12610902
0,42075,0.12605126
0,42090,0.12599353
0,42105,0.12593582
0,42120,0.12587814
0,42135,0.12582049
0,42150,0.12576286
0,42165,0.12570526
0,42180,0.12564768
0,42195,0.12559015
0,42210,0.12553261
0,42225,0.12547512
0,42240,0.12541765
0,42255,0.1253602
0,42270,0.12530279
0,42285,0.1252454
0,42300,0.12518804
0,42315,0.1251307
0,42330,0.12507339
0,42345,0.12501611
0,42360,0.12495885
0,42375,0.12490162
0,42390,0.12484442
0,42405,0.124787234
0,42420,0.12473008
0,42435,0.12467296
0,42450,0.124615856
0,42465,0.124558784
0,42480,0.124501735
0,42495,0.124444716
0,42510,0.12438772
0,42525,0.124330744
0,42540,0.12427381
0,42555,0.124216884
0,42570,0.12416
0,42585,0.12410313
0,42600,0.124046296
0,42615,0.12398948
0,42630,0.1239327
0,42645,0.12387593
0,42660,0.1238192
0,42675,0.12376249
0,42690,0.12370581
0,42705,0.12364915
0,42720,0.123592526
0,42735,0.123535916
0,42750,0.12347934
0,42765,0.12342279
0,42780,0.12336626
0,42795,0.12330976
0,42810,0.123253286
0,42825,0.12319684
0,42840,0.12314042
0,42855,0.123084016
0,42870,0.123027645
0,42885,0.122971304
0,42900,0.122914985
0,42915,0.12285869
0,42930,0.12280242
0,42945,0.122746184
0,42960,0.12268997
0,42975,0.12263378
0,42990,0.122577615
0,43005,0.122521475
0,43020,0.122465365
0,43035,0.12240928
0,43050,0.12235322
0,43065,0.12229718
0,43080,0.12224117
0,43095,0.122185186
0,43110,0.12212923
0,43125,0.1220733
0,43140,0.12201739
0,43155,0.12196151
0,43170,0.121905655
0,43185,0.12184983
0,43200,0.12179402
0,43215,0.12173825
0,43230,0.121682495
0,43245,0.121626765
0,43260,0.121571064
0,43275,0.121515386
0,43290,0.12145974
0,43305,0.12140411
0,43320,0.121348515
0,43335,0.12129294
0,43350,0.12123739
0,43365,0.12118187
0,43380,0.12112637
0,43395,0.1210709
0,43410,0.12101545
0,43425,0.120960034
0,43440,0.12090464
0,43455,0.12084927
0,43470,0.120793924
0,43485,0.1207386
0,43500,0.12068331
0,43515,0.120628044
0,43530,0.1205728
0,43545,0.12051758
0,43560,0.12046239
0,43575,0.12040722
0,43590,0.12035208
0,43605,0.12029696
0,43620,0.12024187
0,43635,0.120186806
0,43650,0.12013177
0,43665,0.12007675
0,43680,0.12002176
0,43695,0.1199668
0,43710,0.11991186
0,43725,0.119856946
0,43740,0.11980206
0,43755,0.11974719
0,43770,0.119692355
0,43785,0.11963754
0,43800,0.11958275
0,43815,0.11952799
0,43830,0.11947325
0,43845,0.11941854
0,43860,0.11936385
0,43875,0.11930919
0,43890,0.11925455
0,43905,0.11919994
0,43920,0.119145356
0,43935,0.11909079
0,43950,0.11903625
0,43965,0.11898174
0,43980,0.118927255
0,43995,0.11887279
0,44010,0.11881836
0,44025,0.118763946
0,44040,0.11870956
0,44055,0.1186552
0,44070,0.11860086
0,44085,0.118546546
0,44100,0.11849226
0,44115,0.118438
0,44130,0.11838376
0,44145,0.11832955
0,44160,0.11827536
0,44175,0.11822119
0,44190,0.11816706
0,44205,0.118112944
0,44220,0.11805886
0,44235,0.11800479
0,44250,0.11795075
0,44265,0.11789674
0,44280,0.117842756
0,44295,0.11778879
0,44310,0.11773485
0,44325,0.11768094
0,44340,0.11762705
0,44355,0.11757318
0,44370,0.11751934
0,44385,0.117465526
0,44400,0.11741173
0,44415,0.11735797
0,44430,0.11730423
0,44445,0.11725051
0,44460,0.11719681
0,44475,0.11714315
0,44490,0.11708951
0,44505,0.11703589
0,44520,0.116982296
0,44535,0.11692873
0,44550,0.11687518
0,44565,0.11682166
0,44580,0.11676817
0,44595,0.11671469
0,44610,0.11666125
0,44625,0.11660783
0,44640,0.11655443
0,44655,0.116501056
0,44670,0.11644771
0,44685,0.116394386
0,44700,0.116341084
0,44715,0.11628781
0,44730,0.11623456
0,44745,0.11618134
0,44760,0.11612813
0,44775,0.11607496
0,44790,0.116021805
0,44805,0.115968674
0,44820,0.115915574
0,44835,0.115862496
0,44850,0.11580944
0,44865,0.11575641
0,44880,0.115703404
0,44895,0.11565042
0,44910,0.115597464
0,44925,0.11554453
0,44940,0.11549162
0,44955,0.11543874
0,44970,0.115385875
0,44985,0.115333036
0,45000,0.115280226
0,45015,0.11522744
0,45030,0.11517467
0,45045,0.11512194
0,45060,0.115069225
0,45075,0.115016535
0,45090,0.11496387
0,45105,0.11491122
0,45120,0.114858605
0,45135,0.11480601
0,45150,0.11475344
0,45165,0.11470089
0,45180,0.11464837
0,45195,0.114595875
0,45210,0.1145434
0,45225,0.11449095
0,45240,0.11443853
0,45255,0.11438613
0,45270,0.11433375
0,45285,0.11428139
0,45300,0.11422907
0,45315,0.11417676
0,45330,0.11412448
0,45345,0.11407222
0,45360,0.11401999
0,45375,0.11396778
0,45390,0.11391559
0,45405,0.11386343
0,45420,0.1138113
0,45435,0.11375918
0,45450,0.113707095
0,45465,0.11365503
0,45480,0.11360299
0,45495,0.11355097
0,45510,0.11349897
0,45525,0.113447
0,45540,0.11339506
0,45555,0.113343135
0,45570,0.113291234
0,45585,0.11323936
0,45600,0.113187514
0,45615,0.11313569
0,45630,0.113083884
0,45645,0.1130321
0,45660,0.11298034
0,45675,0.112928614
0,45690,0.11287691
0,45705,0.11282522
0,45720,0.11277356
0,45735,0.11272193
0,45750,0.11267031
0,45765,0.11261872
0,45780,0.11256716
0,45795,0.11251561
0,45810,0.11246409
0,45825,0.1124126
0,45840,0.112361126
0,45855,0.11230968
0,45870,0.112258255
0,45885,0.112206854
0,45900,0.112155475
0,45915,0.112104125
0,45930,0.1120528
0,45945,0.112001486
0,45960,0.111950204
0,45975,0.111898944
0,45990,0.11184771
0,46005,0.1117965
0,46020,0.11174531
0,46035,0.11169414
0,46050,0.111643
0,46065,0.11159188
0,46080,0.111540794
0,46095,0.11148972
0,46110,0.11143867
0,46125,0.11138765
0,46140,0.11133665
0,46155,0.11128567
0,46170,0.11123472
0,46185,0.111183785
0,46200,0.111132875
0,46215,0.111081995
0,46230,0.11103113
0,46245,0.110980295
0,46260,0.11092948
0,46275,0.11087869
0,46290,0.11082792
0,46305,0.11077718
0,46320,0.11072646
0,46335,0.11067576
0,46350,0.11062509
0,46365,0.11057444
0,46380,0.110523805
0,46395,0.1104732
0,46410,0.11042262
0,46425,0.11037207
0,46440,0.11032153
0,46455,0.110271014
0,46470,0.11022053
0,46485,0.11017007
0,46500,0.11011962
0,46515,0.1100692
0,46530,0.110018805
0,46545,0.10996843
0,46560,0.10991809
0,46575,0.10986776
0,46590,0.10981745
0,46605,0.109767176
0,46620,0.109716915
0,46635,0.10966668
0,46650,0.10961647
0,46665,0.109566286
0,46680,0.10951612
0,46695,0.10946598
0,46710,0.10941586
0,46725,0.10936576
0,46740,0.109315686
0,46755,0.10926564
0,46770,0.10921561
0,46785,0.10916561
0,46800,0.10911562
0,46815,0.10906567
0,46830,0.10901573
0,46845,0.10896582
0,46860,0.10891593
0,46875,0.108866066
0,46890,0.10881622
0,46905,0.1087664
0,46920,0.1087166
0,46935,0.10866683
0,46950,0.108617075
0,46965,0.10856734
0,46980,0.10851764
0,46995,0.10846795
0,47010,0.10841829
0,47025,0.10836866
0,47040,0.108319044
0,47055,0.108269446
0,47070,0.10821988
0,47085,0.10817033
0,47100,0.10812081
0,47115,0.108071305
0,47130,0.108021826
0,47145,0.10797237
0,47160,0.107922934
0,47175,0.10787352
0,47190,0.10782414
0,47205,0.10777477
0,47220,0.10772543
0,47235,0.10767611
0,47250,0.10762681
0,47265,0.10757753
0,47280,0.107528284
0,47295,0.10747905
0,47310,0.10742985
0,47325,0.10738066
0,47340,0.1073315
0,47355,0.10728236
0,47370,0.10723324
0,47385,0.10718415
0,47400,0.10713508
0,47415,0.107086025
0,47430,0.107037
0,47445,0.106988
0,47460,0.10693902
0,47475,0.10689005
0,47490,0.10684112
0,47505,0.106792204
0,47520,0.10674331
0,47535,0.106694445
0,47550,0.10664559
0,47565,0.10659677
0,47580,0.10654797
0,47595,0.10649919
0,47610,0.10645043
0,47625,0.1064017
0,47640,0.106352985
0,47655,0.106304295
0,47670,0.10625562
0,47685,0.106206976
0,47700,0.10615835
0,47715,0.10610975
0,47730,0.106061175
0,47745,0.10601262
0,47760,0.10596409
0,47775,0.10591557
0,47790,0.10586708
0,47805,0.105818614
0,47820,0.10577017
0,47835,0.10572175
0,47850,0.10567334
0,47865,0.10562497
0,47880,0.10557661
0,47895,0.10552827
0,47910,0.10547996
0,47925,0.105431676
0,47940,0.1053834
0,47955,0.10533516
0,47970,0.10528694
0,47985,0.105238736
0,48000,0.10519056
0,48015,0.1051424
0,48030,0.10509426
0,48045,0.10504615
0,48060,0.10499806
0,48075,0.104949996
0,48090,0.10490195
0,48105,0.10485392
0,48120,0.10480592
0,48135,0.104757935
0,48150,0.10470998
0,48165,0.104662046
0,48180,0.10461413
0,48195,0.10456624
0,48210,0.10451836
0,48225,0.104470514
0,48240,0.10442269
0,48255,0.104374886
0,48270,0.104327105
0,48285,0.10427934
0,48300,0.1042316
0,48315,0.10418388
0,48330,0.10413619
0,48345,0.104088515
0,48360,0.10404087
0,48375,0.10399324
0,48390,0.10394563
0,48405,0.10389804
0,48420,0.10385048
0,48435,0.103802934
0,48450,0.103755414
0,48465,0.10370792
0,48480,0.10366044
0,48495,0.10361298
0,48510,0.10356555
0,48525,0.10351814
0,48540,0.10347075
0,48555,0.10342338
0,48570,0.10337604
0,48585,0.10332871
0,48600,0.10328141
0,48615,0.10323413
0,48630,0.10318687
0,48645,0.10313963
0,48660,0.10309242
0,48675,0.10304522
0,48690,0.10299805
0,48705,0.10295089
0,48720,0.10290377
0,48735,0.10285666
0,48750,0.10280957
0,48765,0.102762505
0,48780,0.10271546
0,48795,0.10266844
0,48810,0.10262144
0,48825,0.10257447
0,48840,0.10252751
0,48855,0.102480575
0,48870,0.10243366
0,48885,0.102386765
0,48900,0.10233989
0,48915,0.102293044
0,48930,0.10224622
0,48945,0.10219941
0,48960,0.10215263
0,48975,0.10210586
0,48990,0.102059126
0,49005,0.1020124
0,49020,0.1019657
0,49035,0.101919025
0,49050,0.10187237
0,49065,0.10182574
0,49080,0.101779126
0,49095,0.10173253
0,49110,0.101685956
0,49125,0.10163941
0,49140,0.10159288
0,49155,0.10154638
0,49170,0.10149989
0,49185,0.10145342
0,49200,0.101406984
0,49215,0.10136057
0,49230,0.101314165
0,49245,0.101267785
0,49260,0.10122143
0,49275,0.10117509
0,49290,0.10112878
0,49305,0.10108248
0,49320,0.10103621
0,49335,0.10098996
0,49350,0.10094373
0,49365,0.10089752
0,49380,0.100851335
0,49395,0.10080517
0,49410,0.10075902
0,49425,0.100712895
0,49440,0.1006668
0,49455,0.10062072
0,49470,0.10057465
0,49485,0.10052861
0,49500,0.1004826
0,49515,0.1004366
0,49530,0.10039062
0,49545,0.100344665
0,49560,0.10029873
0,49575,0.10025282
0,49590,0.10020693
0,49605,0.10016106
0,49620,0.10011521
0,49635,0.10006938
0,49650,0.100023575
0,49665,0.099977784
0,49680,0.09993202
0,49695,0.099886276
0,49710,0.09984055
0,49725,0.09979485
0,49740,0.09974917
0,49755,0.099703506
0,49770,0.09965787
0,49785,0.09961225
0,49800,0.09956665
0,49815,0.09952107
0,49830,0.09947552
0,49845,0.09942998
0,49860,0.09938447
0,49875,0.09933898
0,49890,0.0992935
0,49905,0.09924805
0,49920,0.09920262
0,49935,0.099157214
0,49950,0.09911182
0,49965,0.09906645
0,49980,0.09902111
0,49995,0.09897578
0,50010,0.09893047
0,50025,0.098885186
0,50040,0.098839924
0,50055,0.09879468
0,50070,0.09874946
0,50085,0.098704256
0,50100,0.098659076
0,50115,0.09861391
0,50130,0.098568775
0,50145,0.098523654
0,50160,0.098478556
0,50175,0.09843348
0,50190,0.09838842
0,50205,0.09834339
0,50220,0.09829837
0,50235,0.09825337
0,50250,0.0982084
0,50265,0.09816344
0,50280,0.098118514
0,50295,0.0980736
0,50310,0.098028705
0,50325,0.09798384
0,50340,0.097938985
0,50355,0.097894154
0,50370,0.09784935
0,50385,0.097804554
0,50400,0.09775978
0,50415,0.097715035
0,50430,0.09767031
0,50445,0.097625606
0,50460,0.09758092
0,50475,0.09753625
0,50490,0.09749161
0,50505,0.09744698
0,50520,0.09740237
0,50535,0.09735779
0,50550,0.097313225
0,50565,0.097268686
0,50580,0.09722416
0,50595,0.09717966
0,50610,0.09713518
0,50625,0.09709071
0,50640,0.09704627
0,50655,0.09700185
0,50670,0.09695745
0,50685,0.09691307
0,50700,0.09686871
0,50715,0.09682437
0,50730,0.096780054
0,50745,0.09673575
0,50760,0.096691474
0,50775,0.09664722
0,50790,0.096602984
0,50805,0.096558765
0,50820,0.09651457
0,50835,0.096470386
0,50850,0.09642623
0,50865,0.0963821
0,50880,0.09633798
0,50895,0.09629388
0,50910,0.096249804
0,50925,0.09620575
0,50940,0.096161716
0,50955,0.0961177
0,50970,0.09607371
0,50985,0.09602973
0,51000,0.09598578
0,51015,0.09594184
0,51030,0.09589793
0,51045,0.09585404
0,51060,0.09581016
0,51075,0.095766306
0,51090,0.095722474
0,51105,0.09567866
0,51120,0.09563486
0,51135,0.09559109
0,51150,0.09554734
0,51165,0.095503606
0,51180,0.09545989
0,51195,0.095416196
0,51210,0.09537253
0,51225,0.095328875
0,51240,0.09528524
0,51255,0.09524163
0,51270,0.095198035
0,51285,0.09515446
0,51300,0.09511091
0,51315,0.095067374
0,51330,0.095023856
0,51345,0.09498037
0,51360,0.09493689
0,51375,0.09489344
0,51390,0.09485
0,51405,0.09480659
0,51420,0.0947632
0,51435,0.09471983
0,51450,0.09467647
0,51465,0.09463314
0,51480,0.09458982
0,51495,0.09454653
0,51510,0.09450325
0,51525,0.09446
0,51540,0.09441677
0,51555,0.09437355
0,51570,0.094330356
0,51585,0.09428718
0,51600,0.094244026
0,51615,0.09420089
0,51630,0.09415777
0,51645,0.094114676
0,51660,0.0940716
0,51675,0.09402855
0,51690,0.093985505
0,51705,0.09394249
0,51720,0.093899496
0,51735,0.09385651
0,51750,0.09381355
0,51765,0.093770616
0,51780,0.0937277
0,51795,0.0936848
0,51810,0.09364192
0,51825,0.093599066
0,51840,0.093556225
0,51855,0.0935134
0,51870,0.0934706
0,51885,0.09342782
0,51900,0.09338506
0,51915,0.09334232
0,51930,0.0932996
0,51945,0.09325689
0,51960,0.093214214
0,51975,0.093171544
0,51990,0.093128905
0,52005,0.09308628
0,52020,0.09304368
0,52035,0.09300109
0,52050,0.092958525
0,52065,0.092915975
0,52080,0.092873454
0,52095,0.09283094
0,52110,0.09278846
0,52125,0.09274599
0,52140,0.092703536
0,52155,0.09266111
0,52170,0.092618704
0,52185,0.09257631
0,52200,0.09253394
0,52215,0.09249159
0,52230,0.092449255
0,52245,0.09240694
0,52260,0.092364654
0,52275,0.09232238
0,52290,0.09228012
0,52305,0.09223789
0,52320,0.092195675
0,52335,0.092153475
0,52350,0.0921113
0,52365,0.09206914
0,52380,0.092027
0,52395,0.09198488
0,52410,0.09194279
0,52425,0.09190071
0,52440,0.09185864
0,52455,0.091816604
0,52470,0.091774575
0,52485,0.09173258
0,52500,0.09169059
0,52515,0.09164862
0,52530,0.091606684
0,52545,0.09156475
0,52560,0.09152285
0,52575,0.09148096
0,52590,0.09143909
0,52605,0.09139724
0,52620,0.09135541
0,52635,0.0913136
0,52650,0.09127181
0,52665,0.091230035
0,52680,0.09118828
0,52695,0.09114655
0,52710,0.091104835
0,52725,0.091063134
0,52740,0.09102146
0,52755,0.0909798
0,52770,0.090938166
0,52785,0.09089655
0,52800,0.09085494
0,52815,0.09081336
0,52830,0.0907718
0,52845,0.09073026
0,52860,0.090688735
0,52875,0.09064723
0,52890,0.09060574
0,52905,0.09056427
0,52920,0.090522826
0,52935,0.09048139
0,52950,0.09043998
0,52965,0.090398595
0,52980,0.09035722
0,52995,0.09031587
0,53010,0.090274535
0,53025,0.09023322
0,53040,0.09019192
0,53055,0.09015065
0,53070,0.090109386
0,53085,0.09006815
0,53100,0.09002693
0,53115,0.08998573
0,53130,0.08994454
0,53145,0.08990338
0,53160,0.089862235
0,53175,0.08982111
0,53190,0.08978
0,53205,0.08973891
0,53220,0.08969784
0,53235,0.08965679
0,53250,0.089615755
0,53265,0.08957475
0,53280,0.08953375
0,53295,0.089492775
0,53310,0.08945182
0,53325,0.08941088
0,53340,0.08936996
0,53355,0.08932906
0,53370,0.089288175
0,53385,0.089247316
0,53400,0.08920647
0,53415,0.08916564
0,53430,0.089124836
0,53445,0.08908405
0,53460,0.08904328
0,53475,0.08900253
0,53490,0.088961795
0,53505,0.088921085
0,53520,0.08888039
0,53535,0.08883972
0,53550,0.08879906
0,53565,0.08875842
0,53580,0.088717796
0,53595,0.0886772
0,53610,0.088636614
0,53625,0.088596046
0,53640,0.0885555
0,53655,0.088514976
0,53670,0.08847447
0,53685,0.08843397
0,53700,0.0883935
0,53715,0.08835305
0,53730,0.08831262
0,53745,0.0882722
0,53760,0.0882318
0,53775,0.08819143
0,53790,0.08815107
0,53805,0.08811072
0,53820,0.0880704
0,53835,0.0880301
0,53850,0.08798981
0,53865,0.087949544
0,53880,0.087909296
0,53895,0.08786906
0,53910,0.08782885
0,53925,0.08778866
0,53940,0.08774848
0,53955,0.087708324
0,53970,0.08766819
0,53985,0.08762807
0,54000,0.08758796
0,54015,0.087547876
0,54030,0.087507814
0,54045,0.08746777
0,54060,0.087427735
0,54075,0.087387726
0,54090,0.08734774
0,54105,0.087307766
0,54120,0.08726781
0,54135,0.08722787
0,54150,0.08718795
0,54165,0.087148055
0,54180,0.08710817
0,54195,0.087068304
0,54210,0.087028466
0,54225,0.086988635
0,54240,0.08694883
0,54255,0.08690903
0,54270,0.08686926
0,54285,0.08682951
0,54300,0.08678977
0,54315,0.08675006
0,54330,0.086710356
0,54345,0.086670674
0,54360,0.086631015
0,54375,0.08659137
0,54390,0.08655174
0,54405,0.08651213
0,54420,0.08647254
0,54435,0.08643297
0,54450,0.086393416
0,54465,0.08635388
0,54480,0.086314365
0,54495,0.08627486
0,54510,0.08623538
0,54525,0.086195916
0,54540,0.08615647
0,54555,0.086117044
0,54570,0.08607764
0,54585,0.08603825
0,54600,0.08599887
0,54615,0.08595952
0,54630,0.08592018
0,54645,0.08588086
0,54660,0.08584156
0,54675,0.08580228
0,54690,0.085763015
0,54705,0.085723765
0,54720,0.08568454
0,54735,0.085645325
0,54750,0.085606135
0,54765,0.08556696
0,54780,0.0855278
0,54795,0.08548866
0,54810,0.08544954
0,54825,0.08541044
0,54840,0.08537135
0,54855,0.08533229
0,54870,0.08529323
0,54885,0.08525421
0,54900,0.08521519
0,54915,0.0851762
0,54930,0.08513722
0,54945,0.08509826
0,54960,0.085059315
0,54975,0.08502039
0,54990,0.084981486
0,55005,0.084942594
0,55020,0.084903724
0,55035,0.08486487
0,55050,0.08482604
0,55065,0.08478722
0,55080,0.084748425
0,55095,0.08470964
0,55110,0.08467088
0,55125,0.08463213
0,55140,0.0845934
0,55155,0.08455469
0,55170,0.084516
0,55185,0.08447732
0,55200,0.08443867
0,55215,0.08440003
0,55230,0.084361404
0,55245,0.084322795
0,55260,0.08428421
0,55275,0.084245645
0,55290,0.084207095
0,55305,0.08416856
0,55320,0.08413004
0,55335,0.084091544
0,55350,0.08405306
0,55365,0.0840146
0,55380,0.08397616
0,55395,0.08393773
0,55410,0.08389932
0,55425,0.08386093
0,55440,0.08382255
0,55455,0.08378419
0,55470,0.08374585
0,55485,0.083707534
0,55500,0.08366922
0,55515,0.08363094
0,55530,0.08359267
0,55545,0.08355442
0,55560,0.08351618
0,55575,0.08347797
0,55590,0.08343977
0,55605,0.08340158
0,55620,0.08336342
0,55635,0.083325274
0,55650,0.08328714
0,55665,0.08324903
0,55680,0.08321094
0,55695,0.083172865
0,55710,0.0831348
0,55725,0.08309676
0,55740,0.08305874
0,55755,0.08302073
0,55770,0.08298274
0,55785,0.082944766
0,55800,0.08290681
0,55815,0.082868874
0,55830,0.08283095
0,55845,0.08279305
0,55860,0.08275516
0,55875,0.0827173
0,55890,0.08267945
0,55905,0.08264162
0,55920,0.0826038
0,55935,0.082566
0,55950,0.08252822
0,55965,0.08249045
0,55980,0.08245271
0,55995,0.08241498
0,56010,0.08237726
0,56025,0.08233957
0,56040,0.08230189
0,56055,0.08226424
0,56070,0.08222659
0,56085,0.082188964
0,56100,0.08215135
0,56115,0.082113765
0,56130,0.08207619
0,56145,0.08203863
0,56160,0.0820011
0,56175,0.08196357
0,56190,0.08192607
0,56205,0.08188858
0,56220,0.08185111
0,56235,0.081813656
0,56250,0.08177622
0,56265,0.0817388
0,56280,0.0817014
0,56295,0.08166401
0,56310,0.081626646
0,56325,0.0815893
0,56340,0.08155196
0,56355,0.08151464
0,56370,0.081477344
0,56385,0.08144006
0,56400,0.08140279
0,56415,0.08136555
